Team, W/L, 3Point,Opp3Point
ORL,L,0.222,0.346
ORL,W,0.556,0.294
ORL,L,0.353,0.269
ORL,L,0.32,0.333
ORL,L,0.344,0.417
ORL,W,0.286,0.4
ORL,L,0.25,0.452
ORL,L,0.318,0.318
ORL,L,0.36,0.471
ORL,W,0.435,0.429
ORL,L,0.286,0.414
ORL,L,0.25,0.45
ORL,W,0.357,0.357
ORL,L,0.259,0.357
ORL,L,0.24,0.421
ORL,L,0.476,0.393
ORL,L,0.13,0.486
ORL,W,0.571,0.273
ORL,L,0.222,0.258
ORL,L,0.318,0.5
ORL,W,0.296,0.32
ORL,L,0.2,0.276
ORL,W,0.294,0.286
ORL,L,0.4,0.538
ORL,L,0.281,0.429
ORL,W,0.28,0.429
ORL,L,0.185,0.476
ORL,L,0.19,0.385
ORL,L,0.382,0.533
ORL,L,0.259,0.385
ORL,W,0.304,0.143
ORL,W,0.174,0.265
ORL,L,0.35,0.333
ORL,W,0.462,0.091
ORL,L,0.2,0.667
ORL,L,0.3,0.303
ORL,L,0.4,0.364
ORL,L,0.4,0.258
ORL,L,0.333,0.5
ORL,W,0.36,0.367
ORL,L,0.467,0.5
ORL,L,0.185,0.462
ORL,W,0.52,0.306
PHI,L,0.292,0.273
PHI,L,0.278,0.25
PHI,L,0.45,0.24
PHI,L,0.316,0.382
PHI,L,0.368,0.368
PHI,L,0.333,0.579
PHI,L,0.389,0.474
PHI,W,0.344,0.263
PHI,L,0.379,0.406
PHI,L,0.227,0.425
PHI,W,0.357,0.348
PHI,L,0.281,0.24
PHI,W,0.486,0.286
PHI,W,0.423,0.226
PHI,L,0.333,0.345
PHI,L,0.409,0.286
PHI,L,0.441,0.3
PHI,L,0.412,0.684
PHI,L,0.281,0.5
PHI,L,0.455,0.308
PHI,L,0.355,0.37
PHI,L,0.341,0.118
PHI,W,0.3,0.28
PHI,W,0.412,0.263
PHI,L,0.31,0.345
PHI,L,0.194,0.3
PHI,W,0.429,0.353
PHI,L,0.333,0.588
PHI,L,0.419,0.462
PHI,L,0.36,0.28
PHI,L,0.25,0.577
PHI,W,0.485,0.407
PHI,W,0.219,0.292
PHI,L,0.321,0.475
PHI,W,0.296,0.37
PHI,W,0.25,0.182
PHI,W,0.368,0.261
PHI,L,0.323,0.471
PHI,W,0.378,0.357
PHI,W,0.333,0.25
PHI,W,0.414,0.316
PHI,L,0.414,0.35
PHI,W,0.345,0.529
PHI,W,0.462,0.25
PHI,L,0.4,0.387
PHI,L,0.357,0.571
PHI,W,0.355,0.448
PHI,L,0.273,0.385
PHI,L,0.36,0.286
PHI,L,0.261,0.545
PHI,L,0.179,0.227
PHI,L,0.382,0.5
PHI,W,0.393,0.476
PHI,W,0.36,0.292
PHI,W,0.364,0.355
PHI,L,0.258,0.464
PHI,W,0.345,0.208
PHI,L,0.226,0.286
PHI,L,0.294,0.207
PHI,L,0.353,0.433
PHI,W,0.321,0.333
PHI,L,0.412,0.435
PHI,L,0.267,0.424
PHI,L,0.379,0.286
PHI,L,0.333,0.32
PHI,W,0.417,0.2
PHI,L,0.296,0.438
PHI,W,0.414,0.217
PHI,W,0.364,0.207
PHI,L,0.265,0.174
PHI,L,0.32,0.25
PHI,W,0.32,0.417
PHI,L,0.341,0.412
PHI,W,0.303,0.281
PHI,L,0.282,0.5
PHI,L,0.333,0.448
PHI,L,0.306,0.316
PHI,L,0.316,0.516
PHI,L,0.212,0.32
PHI,L,0.258,0.222
PHI,L,0.394,0.313
PHI,L,0.304,0.409
PHO,L,0.25,0.286
PHO,L,0.179,0.238
PHO,L,0.348,0.276
PHO,L,0.333,0.375
PHO,W,0.313,0.364
PHO,W,0.333,0.333
PHO,L,0.3,0.435
PHO,L,0.333,0.452
PHO,W,0.364,0.409
PHO,L,0.242,0.432
PHO,L,0.333,0.485
PHO,L,0.4,0.471
PHO,W,0.346,0.143
PHO,L,0.286,0.486
PHO,L,0.407,0.357
PHO,W,0.409,0.28
PHO,L,0.231,0.318
PHO,L,0.44,0.448
PHO,W,0.476,0.36
PHO,L,0.344,0.667
PHO,L,0.333,0.444
PHO,L,0.273,0.304
PHO,W,0.433,0.346
PHO,L,0.341,0.4
PHO,W,0.3,0.35
PHO,L,0.37,0.313
PHO,L,0.364,0.438
PHO,L,0.429,0.368
PHO,L,0.36,0.474
PHO,W,0.462,0.419
PHO,L,0.233,0.349
PHO,L,0.438,0.294
PHO,W,0.429,0.259
PHO,L,0.412,0.4
PHO,L,0.133,0.438
PHO,W,0.391,0.261
PHO,W,0.412,0.31
PHO,L,0.333,0.441
PHO,L,0.556,0.441
PHO,W,0.381,0.45
PHO,L,0.227,0.348
PHO,L,0.211,0.452
PHO,W,0.375,0.524
PHO,W,0.409,0.259
PHO,L,0.368,0.353
PHO,L,0.417,0.391
PHO,L,0.286,0.32
PHO,L,0.263,0.571
PHO,L,0.35,0.263
PHO,W,0.414,0.37
PHO,L,0.393,0.412
PHO,L,0.185,0.346
PHO,L,0.217,0.583
PHO,W,0.421,0.263
PHO,L,0.364,0.5
PHO,L,0.348,0.286
PHO,W,0.417,0.346
PHO,L,0.333,0.462
PHO,L,0.357,0.3
PHO,L,0.333,0.48
PHO,W,0.368,0.294
PHO,W,0.238,0.257
PHO,W,0.2,0.351
PHO,L,0.481,0.389
PHO,L,0.316,0.444
PHO,W,0.286,0.346
PHO,L,0.357,0.318
PHO,L,0.24,0.429
PHO,L,0.143,0.304
PHO,L,0.273,0.48
PHO,L,0.25,0.407
PHO,L,0.28,0.276
PHO,L,0.316,0.341
PHO,L,0.375,0.467
PHO,L,0.226,0.222
PHO,L,0.304,0.545
PHO,L,0.3,0.405
PHO,L,0.235,0.368
PHO,L,0.259,0.433
PHO,W,0.444,0.233
PHO,W,0.421,0.356
PHO,L,0.267,0.474
POR,W,0.684,0.333
POR,L,0.222,0.276
POR,W,0.313,0.261
POR,L,0.359,0.385
POR,L,0.364,0.313
POR,W,0.387,0.357
POR,W,0.424,0.231
POR,W,0.452,0.333
POR,L,0.2,0.344
POR,W,0.394,0.286
POR,W,0.276,0.379
POR,L,0.265,0.35
POR,L,0.357,0.438
POR,L,0.353,0.375
POR,W,0.417,0.286
POR,L,0.273,0.31
POR,L,0.448,0.583
POR,W,0.375,0.565
POR,L,0.364,0.472
POR,W,0.375,0.429
POR,W,0.375,0.273
POR,W,0.375,0.304
POR,L,0.425,0.417
POR,L,0.25,0.3
POR,L,0.432,0.517
POR,L,0.476,0.478
POR,W,0.348,0.296
POR,L,0.348,0.484
POR,L,0.286,0.5
POR,L,0.143,0.435
POR,L,0.37,0.226
POR,L,0.4,0.6
POR,L,0.348,0.353
POR,W,0.48,0.321
POR,L,0.3,0.5
POR,W,0.273,0.304
POR,L,0.462,0.361
POR,W,0.364,0.323
POR,L,0.429,0.32
POR,W,0.333,0.375
POR,W,0.333,0.3
POR,L,0.294,0.556
POR,L,0.308,0.565
POR,L,0.258,0.423
POR,L,0.316,0.414
POR,W,0.4,0.371
POR,W,0.267,0.367
POR,W,0.457,0.346
POR,L,0.37,0.308
POR,W,0.355,0.355
POR,L,0.3,0.548
POR,L,0.357,0.222
POR,W,0.393,0.429
POR,L,0.346,0.333
POR,L,0.381,0.286
POR,L,0.409,0.5
POR,W,0.5,0.318
POR,L,0.429,0.35
POR,L,0.4,0.28
POR,W,0.4,0.379
POR,W,0.64,0.467
POR,W,0.478,0.4
POR,W,0.286,0.379
POR,L,0.5,0.48
POR,W,0.318,0.357
POR,L,0.344,0.286
POR,W,0.409,0.423
POR,W,0.444,0.269
POR,W,0.5,0.3
POR,L,0.19,0.438
POR,W,0.524,0.227
POR,W,0.5,0.2
POR,W,0.429,0.238
POR,W,0.296,0.3
POR,W,0.394,0.235
POR,W,0.405,0.3
POR,L,0.344,0.444
POR,L,0.231,0.565
POR,W,0.424,0.222
POR,W,0.433,0.316
POR,W,0.444,0.381
POR,L,0.433,0.333
SAC,W,0.286,0.25
SAC,L,0.3,0.333
SAC,W,0.346,0.318
SAC,L,0.435,0.367
SAC,L,0.217,0.448
SAC,L,0.389,0.333
SAC,L,0.357,0.424
SAC,W,0.313,0.233
SAC,W,0.32,0.238
SAC,L,0.381,0.333
SAC,L,0.286,0.394
SAC,L,0.45,0.367
SAC,L,0.385,0.448
SAC,W,0.407,0.375
SAC,W,0.429,0.28
SAC,L,0.281,0.42
SAC,W,0.565,0.4
SAC,L,0.143,0.4
SAC,L,0.231,0.393
SAC,L,0.321,0.379
SAC,W,0.455,0.333
SAC,L,0.25,0.345
SAC,L,0.346,0.448
SAC,W,0.435,0.435
SAC,L,0.344,0.524
SAC,W,0.292,0.2
SAC,L,0.258,0.394
SAC,W,0.435,0.143
SAC,W,0.476,0.333
SAC,W,0.517,0.375
SAC,W,0.28,0.36
SAC,L,0.321,0.48
SAC,L,0.393,0.486
SAC,W,0.379,0.474
SAC,L,0.4,0.429
SAC,L,0.3,0.419
SAC,L,0.393,0.345
SAC,W,0.565,0.444
SAC,L,0.36,0.405
SAC,L,0.36,0.321
SAC,L,0.429,0.333
SAC,L,0.207,0.393
SAC,L,0.346,0.353
SAC,W,0.429,0.357
SAC,W,0.355,0.395
SAC,L,0.52,0.357
SAC,W,0.407,0.324
SAC,L,0.448,0.355
SAC,L,0.276,0.311
SAC,L,0.37,0.414
SAC,W,0.304,0.341
SAC,L,0.393,0.316
SAC,W,0.4,0.313
SAC,W,0.5,0.367
SAC,W,0.355,0.419
SAC,W,0.292,0.414
SAC,L,0.292,0.361
SAC,W,0.5,0.343
SAC,L,0.393,0.368
SAC,L,0.353,0.348
SAC,L,0.5,0.393
SAC,L,0.471,0.303
SAC,L,0.375,0.433
SAC,L,0.368,0.483
SAC,L,0.522,0.346
SAC,L,0.348,0.265
SAC,W,0.533,0.382
SAC,W,0.429,0.24
SAC,L,0.238,0.385
SAC,L,0.7,0.393
SAC,L,0.385,0.457
SAC,L,0.476,0.323
SAC,W,0.464,0.345
SAC,W,0.24,0.192
SAC,L,0.133,0.419
SAC,L,0.3,0.303
SAC,W,0.579,0.333
SAC,W,0.545,0.279
SAC,L,0.4,0.167
SAC,L,0.29,0.419
SAC,W,0.474,0.267
SAC,L,0.455,0.357
SAS,W,0.5,0.212
SAS,W,0.333,0.3
SAS,W,0.417,0.182
SAS,W,0.556,0.35
SAS,L,0.3,0.484
SAS,W,0.3,0.423
SAS,L,0.4,0.391
SAS,L,0.304,0.333
SAS,W,0.45,0.2
SAS,W,0.278,0.319
SAS,W,0.533,0.267
SAS,W,0.367,0.45
SAS,W,0.417,0.48
SAS,W,0.4,0.296
SAS,W,0.419,0.55
SAS,W,0.458,0.353
SAS,W,0.375,0.273
SAS,L,0.25,0.4
SAS,W,0.579,0.333
SAS,W,0.4,0.636
SAS,W,0.286,0.25
SAS,W,0.458,0.35
SAS,L,0.321,0.235
SAS,W,0.538,0.259
SAS,W,0.364,0.323
SAS,W,0.313,0.37
SAS,W,0.5,0.385
SAS,W,0.522,0.158
SAS,L,0.316,0.393
SAS,W,0.6,0.4
SAS,W,0.5,0.389
SAS,W,0.294,0.438
SAS,W,0.5,0.3
SAS,L,0.333,0.5
SAS,W,0.542,0.222
SAS,W,0.5,0.28
SAS,W,0.382,0.19
SAS,L,0.4,0.526
SAS,W,0.476,0.3
SAS,L,0.45,0.381
SAS,W,0.444,0.462
SAS,W,0.409,0.323
SAS,W,0.385,0.382
SAS,W,0.409,0.2
SAS,W,0.292,0.24
SAS,L,0.429,0.433
SAS,L,0.364,0.353
SAS,W,0.333,0.25
SAS,W,0.286,0.36
SAS,W,0.476,0.385
SAS,L,0.211,0.211
SAS,W,0.5,0.382
SAS,W,0.474,0.294
SAS,L,0.207,0.643
SAS,W,0.467,0.45
SAS,W,0.258,0.222
SAS,W,0.346,0.304
SAS,W,0.476,0.318
SAS,W,0.31,0.304
SAS,W,0.222,0.32
SAS,W,0.25,0.25
SAS,W,0.393,0.359
SAS,W,0.483,0.368
SAS,L,0.316,0.3
SAS,W,0.444,0.294
SAS,W,0.471,0.273
SAS,L,0.423,0.409
SAS,L,0.321,0.433
SAS,W,0.393,0.7
SAS,W,0.333,0.467
SAS,W,0.308,0.345
SAS,W,0.4,0.3
SAS,W,0.269,0.154
SAS,L,0.375,0.5
SAS,W,0.333,0.286
SAS,W,0.526,0.375
SAS,W,0.524,0.32
SAS,L,0.371,0.5
SAS,W,0.321,0.308
SAS,L,0.364,0.273
SAS,L,0.381,0.444
SAS,L,0.381,0.385
TOR,W,0.167,0.182
TOR,L,0.25,0.375
TOR,W,0.25,0.409
TOR,W,0.4,0.3
TOR,W,0.24,0.321
TOR,L,0.233,0.313
TOR,W,0.423,0.353
TOR,W,0.273,0.415
TOR,W,0.318,0.304
TOR,L,0.448,0.394
TOR,L,0.4,0.361
TOR,W,0.348,0.16
TOR,L,0.375,0.407
TOR,L,0.421,0.4
TOR,W,0.522,0.333
TOR,W,0.438,0.414
TOR,W,0.684,0.412
TOR,W,0.5,0.407
TOR,W,0.414,0.231
TOR,W,0.542,0.25
TOR,L,0.406,0.438
TOR,W,0.444,0.321
TOR,W,0.45,0.405
TOR,W,0.56,0.167
TOR,W,0.345,0.31
TOR,L,0.476,0.44
TOR,W,0.259,0.143
TOR,W,0.444,0.286
TOR,W,0.381,0.37
TOR,W,0.353,0.348
TOR,L,0.371,0.609
TOR,L,0.259,0.429
TOR,W,0.588,0.469
TOR,L,0.222,0.542
TOR,W,0.381,0.35
TOR,L,0.258,0.393
TOR,L,0.44,0.289
TOR,W,0.455,0.333
TOR,W,0.393,0.472
TOR,W,0.364,0.414
TOR,W,0.526,0.269
TOR,L,0.25,0.333
TOR,L,0.233,0.48
TOR,L,0.259,0.409
TOR,L,0.24,0.292
TOR,L,0.294,0.455
TOR,W,0.4,0.304
TOR,L,0.429,0.435
TOR,W,0.323,0.4
TOR,L,0.258,0.333
TOR,L,0.357,0.357
TOR,W,0.263,0.382
TOR,W,0.417,0.371
TOR,L,0.393,0.368
TOR,L,0.5,0.258
TOR,L,0.25,0.412
TOR,W,0.375,0.342
TOR,W,0.333,0.316
TOR,W,0.35,0.429
TOR,W,0.269,0.375
TOR,L,0.35,0.36
TOR,W,0.44,0.333
TOR,L,0.333,0.222
TOR,W,0.381,0.31
TOR,L,0.16,0.364
TOR,L,0.133,0.393
TOR,W,0.36,0.28
TOR,L,0.25,0.56
TOR,W,0.333,0.15
TOR,W,0.444,0.261
TOR,W,0.348,0.378
TOR,W,0.261,0.261
TOR,W,0.429,0.25
TOR,W,0.667,0.2
TOR,L,0.355,0.5
TOR,W,0.519,0.423
TOR,W,0.316,0.306
TOR,L,0.217,0.48
TOR,W,0.333,0.333
TOR,W,0.45,0.348
TOR,W,0.323,0.321
TOR,W,0.308,0.27
UTA,L,0.333,0.684
UTA,W,0.24,0.391
UTA,L,0.368,0.222
UTA,W,0.484,0.3
UTA,W,0.48,0.269
UTA,L,0.423,0.3
UTA,W,0.32,0.4
UTA,W,0.579,0.333
UTA,L,0.235,0.308
UTA,W,0.25,0.4
UTA,W,0.3,0.294
UTA,L,0.286,0.381
UTA,L,0.2,0.294
UTA,L,0.444,0.375
UTA,L,0.259,0.364
UTA,W,0.308,0.333
UTA,W,0.294,0.32
UTA,W,0.222,0.368
UTA,W,0.536,0.367
UTA,L,0.567,0.421
UTA,W,0.36,0.542
UTA,W,0.406,0.357
UTA,W,0.444,0.333
UTA,L,0.263,0.414
UTA,W,0.448,0.346
UTA,W,0.565,0.316
UTA,W,0.364,0.429
UTA,W,0.296,0.087
UTA,L,0.3,0.391
UTA,L,0.333,0.476
UTA,L,0.37,0.381
UTA,W,0.346,0.25
UTA,W,0.577,0.25
UTA,W,0.4,0.412
UTA,W,0.292,0.222
UTA,L,0.423,0.548
UTA,L,0.35,0.381
UTA,W,0.348,0.35
UTA,L,0.391,0.375
UTA,W,0.382,0.29
UTA,W,0.516,0.353
UTA,W,0.269,0.353
UTA,W,0.348,0.227
UTA,W,0.348,0.348
UTA,W,0.25,0.5
UTA,L,0.238,0.3
UTA,L,0.318,0.385
UTA,W,0.231,0.286
UTA,L,0.4,0.423
UTA,W,0.379,0.391
UTA,W,0.394,0.394
UTA,W,0.385,0.353
UTA,W,0.438,0.208
UTA,L,0.448,0.25
UTA,L,0.258,0.433
UTA,L,0.174,0.36
UTA,W,0.5,0.409
UTA,W,0.348,0.389
UTA,W,0.458,0.364
UTA,L,0.409,0.682
UTA,L,0.211,0.5
UTA,W,0.462,0.233
UTA,W,0.303,0.471
UTA,W,0.37,0.303
UTA,W,0.387,0.25
UTA,L,0.45,0.348
UTA,W,0.667,0.4
UTA,W,0.464,0.231
UTA,L,0.238,0.273
UTA,L,0.28,0.368
UTA,L,0.24,0.5
UTA,W,0.25,0.429
UTA,L,0.308,0.259
UTA,W,0.556,0.4
UTA,W,0.419,0.133
UTA,W,0.4,0.294
UTA,L,0.375,0.526
UTA,W,0.565,0.231
UTA,W,0.56,0.438
UTA,L,0.316,0.433
UTA,W,0.371,0.36
UTA,W,0.385,0.381
WAS,L,0.3,0.462
WAS,L,0.2,0.484
WAS,L,0.3,0.4
WAS,W,0.25,0.2
WAS,L,0.353,0.321
WAS,L,0.37,0.459
WAS,W,0.476,0.323
WAS,L,0.2,0.424
WAS,L,0.308,0.333
WAS,L,0.348,0.357
WAS,W,0.6,0.414
WAS,L,0.407,0.481
WAS,W,0.357,0.407
WAS,W,0.207,0.304
WAS,L,0.273,0.375
WAS,W,0.4,0.143
WAS,L,0.357,0.4
WAS,L,0.636,0.4
WAS,W,0.412,0.407
WAS,L,0.478,0.462
WAS,W,0.316,0.219
WAS,W,0.381,0.52
WAS,L,0.217,0.346
WAS,W,0.278,0.424
WAS,W,0.48,0.357
WAS,W,0.526,0.292
WAS,L,0.242,0.333
WAS,W,0.167,0.286
WAS,L,0.292,0.36
WAS,W,0.414,0.3
WAS,W,0.364,0.393
WAS,W,0.5,0.4
WAS,L,0.231,0.308
WAS,L,0.367,0.531
WAS,W,0.545,0.389
WAS,W,0.313,0.391
WAS,W,0.5,0.37
WAS,L,0.385,0.415
WAS,W,0.471,0.323
WAS,W,0.565,0.308
WAS,W,0.276,0.32
WAS,W,0.406,0.292
WAS,L,0.308,0.393
WAS,W,0.4,0.25
WAS,W,0.45,0.303
WAS,W,0.419,0.29
WAS,W,0.476,0.313
WAS,W,0.318,0.208
WAS,W,0.364,0.308
WAS,W,0.323,0.294
WAS,L,0.414,0.5
WAS,W,0.36,0.273
WAS,W,0.345,0.19
WAS,W,0.65,0.206
WAS,W,0.517,0.222
WAS,L,0.208,0.345
WAS,L,0.364,0.458
WAS,W,0.429,0.276
WAS,W,0.36,0.35
WAS,L,0.333,0.44
WAS,W,0.538,0.4
WAS,W,0.389,0.481
WAS,W,0.423,0.464
WAS,W,0.346,0.522
WAS,W,0.48,0.5
WAS,L,0.269,0.476
WAS,L,0.4,0.438
WAS,W,0.385,0.259
WAS,L,0.333,0.375
WAS,L,0.229,0.303
WAS,W,0.324,0.32
WAS,W,0.385,0.2
WAS,W,0.444,0.364
WAS,W,0.261,0.364
WAS,L,0.382,0.4
WAS,L,0.294,0.4
WAS,L,0.37,0.444
WAS,W,0.5,0.353
WAS,W,0.412,0.35
WAS,L,0.364,0.389
WAS,W,0.368,0.385
WAS,L,0.269,0.333
ATL,W,0.5,0.378
ATL,L,0.233,0.306
ATL,L,0.259,0.407
ATL,L,0.412,0.378
ATL,L,0.393,0.219
ATL,L,0.424,0.2
ATL,L,0.448,0.5
ATL,L,0.348,0.371
ATL,L,0.333,0.34
ATL,W,0.44,0.278
ATL,L,0.5,0.389
ATL,L,0.333,0.4
ATL,L,0.424,0.292
ATL,L,0.472,0.394
ATL,W,0.5,0.214
ATL,L,0.375,0.471
ATL,L,0.267,0.323
ATL,L,0.345,0.5
ATL,W,0.419,0.4
ATL,L,0.222,0.406
ATL,L,0.387,0.462
ATL,W,0.37,0.405
ATL,L,0.3,0.417
ATL,L,0.407,0.214
ATL,W,0.515,0.382
ATL,L,0.29,0.294
ATL,L,0.444,0.526
ATL,L,0.355,0.433
ATL,L,0.387,0.48
ATL,W,0.364,0.28
ATL,L,0.276,0.333
ATL,L,0.469,0.52
ATL,W,0.417,0.273
ATL,W,0.297,0.375
ATL,L,0.375,0.351
ATL,W,0.467,0.28
ATL,L,0.323,0.318
ATL,L,0.308,0.433
ATL,L,0.353,0.444
ATL,L,0.27,0.5
ATL,W,0.444,0.243
ATL,L,0.393,0.382
ATL,W,0.36,0.364
ATL,W,0.25,0.37
ATL,L,0.229,0.438
ATL,W,0.462,0.267
ATL,L,0.333,0.389
ATL,L,0.5,0.382
ATL,L,0.279,0.563
ATL,W,0.382,0.368
ATL,L,0.375,0.531
ATL,L,0.355,0.458
ATL,W,0.455,0.217
ATL,W,0.32,0.182
ATL,L,0.4,0.31
ATL,L,0.364,0.429
ATL,W,0.345,0.394
ATL,L,0.343,0.32
ATL,L,0.182,0.394
ATL,L,0.226,0.321
ATL,L,0.222,0.455
ATL,W,0.31,0.344
ATL,L,0.429,0.355
ATL,W,0.515,0.423
ATL,L,0.286,0.278
ATL,L,0.303,0.5
ATL,L,0.475,0.459
ATL,L,0.419,0.457
ATL,L,0.444,0.515
ATL,L,0.333,0.44
ATL,W,0.273,0.176
ATL,L,0.333,0.476
ATL,L,0.344,0.4
ATL,L,0.275,0.385
BOS,L,0.25,0.227
BOS,L,0.393,0.333
BOS,W,0.345,0.313
BOS,W,0.483,0.083
BOS,W,0.367,0.44
BOS,W,0.261,0.226
BOS,W,0.355,0.462
BOS,W,0.415,0.3
BOS,W,0.464,0.371
BOS,W,0.333,0.207
BOS,W,0.389,0.5
BOS,W,0.241,0.208
BOS,W,0.29,0.273
BOS,W,0.385,0.417
BOS,W,0.333,0.4
BOS,W,0.219,0.313
BOS,W,0.471,0.375
BOS,W,0.361,0.212
BOS,L,0.346,0.357
BOS,W,0.405,0.375
BOS,W,0.4,0.304
BOS,L,0.485,0.44
BOS,W,0.414,0.5
BOS,W,0.452,0.292
BOS,W,0.455,0.429
BOS,W,0.353,0.321
BOS,L,0.289,0.296
BOS,W,0.367,0.303
BOS,L,0.25,0.414
BOS,W,0.44,0.321
BOS,L,0.29,0.52
BOS,W,0.467,0.412
BOS,W,0.615,0.333
BOS,L,0.406,0.357
BOS,L,0.342,0.571
BOS,W,0.375,0.368
BOS,L,0.483,0.231
BOS,W,0.441,0.304
BOS,W,0.276,0.326
BOS,W,0.424,0.306
BOS,W,0.333,0.25
BOS,W,0.167,0.304
BOS,W,0.278,0.194
BOS,W,0.371,0.393
BOS,L,0.38,0.259
BOS,L,0.241,0.353
BOS,L,0.296,0.286
BOS,L,0.341,0.269
BOS,W,0.35,0.238
BOS,L,0.5,0.37
BOS,W,0.472,0.303
BOS,W,0.423,0.176
BOS,W,0.458,0.355
BOS,W,0.417,0.419
BOS,L,0.435,0.472
BOS,W,0.346,0.462
BOS,L,0.259,0.25
BOS,L,0.263,0.533
BOS,L,0.484,0.379
BOS,W,0.436,0.303
BOS,W,0.394,0.222
BOS,W,0.324,0.217
BOS,W,0.6,0.333
BOS,L,0.542,0.388
BOS,W,0.333,0.364
BOS,W,0.344,0.387
BOS,L,0.324,0.545
BOS,L,0.462,0.375
BOS,W,0.346,0.179
BOS,L,0.346,0.333
BOS,W,0.361,0.37
BOS,W,0.611,0.242
BOS,W,0.545,0.269
BRK,L,0.4,0.265
BRK,W,0.333,0.545
BRK,W,0.407,0.259
BRK,L,0.314,0.348
BRK,W,0.37,0.343
BRK,L,0.379,0.333
BRK,L,0.387,0.55
BRK,L,0.29,0.455
BRK,L,0.237,0.429
BRK,W,0.25,0.24
BRK,L,0.314,0.265
BRK,W,0.316,0.348
BRK,L,0.304,0.379
BRK,L,0.4,0.333
BRK,W,0.459,0.462
BRK,L,0.333,0.417
BRK,L,0.378,0.412
BRK,L,0.4,0.4
BRK,W,0.448,0.32
BRK,L,0.256,0.4
BRK,W,0.379,0.333
BRK,L,0.405,0.37
BRK,W,0.417,0.3
BRK,W,0.297,0.292
BRK,L,0.259,0.296
BRK,W,0.233,0.182
BRK,L,0.286,0.5
BRK,L,0.304,0.25
BRK,L,0.364,0.444
BRK,L,0.357,0.368
BRK,W,0.341,0.25
BRK,L,0.444,0.435
BRK,L,0.375,0.438
BRK,L,0.5,0.515
BRK,W,0.423,0.115
BRK,L,0.306,0.424
BRK,W,0.36,0.194
BRK,W,0.467,0.091
BRK,L,0.194,0.278
BRK,L,0.364,0.294
BRK,L,0.324,0.476
BRK,W,0.382,0.393
BRK,L,0.279,0.435
BRK,L,0.344,0.563
BRK,L,0.361,0.474
BRK,W,0.281,0.318
BRK,W,0.419,0.31
BRK,L,0.421,0.28
BRK,L,0.235,0.522
BRK,L,0.3,0.19
BRK,L,0.243,0.5
BRK,W,0.406,0.389
BRK,L,0.31,0.385
BRK,L,0.31,0.421
BRK,L,0.457,0.485
BRK,L,0.333,0.375
BRK,L,0.356,0.375
BRK,L,0.3,0.375
BRK,L,0.371,0.4
BRK,L,0.326,0.524
BRK,W,0.381,0.261
BRK,L,0.375,0.5
BRK,L,0.37,0.429
BRK,L,0.422,0.37
BRK,L,0.265,0.478
BRK,W,0.344,0.211
BRK,L,0.357,0.346
BRK,L,0.417,0.355
BRK,L,0.5,0.444
BRK,W,0.389,0.545
BRK,W,0.4,0.435
BRK,L,0.351,0.188
BRK,L,0.407,0.483
BRK,L,0.459,0.429
CHO,L,0.3,0.346
CHO,W,0.306,0.233
CHO,L,0.269,0.346
CHO,W,0.419,0.258
CHO,L,0.379,0.386
CHO,W,0.333,0.333
CHO,W,0.412,0.229
CHO,W,0.56,0.528
CHO,L,0.333,0.333
CHO,L,0.321,0.417
CHO,L,0.405,0.48
CHO,L,0.273,0.29
CHO,L,0.231,0.342
CHO,L,0.476,0.5
CHO,W,0.423,0.276
CHO,W,0.423,0.222
CHO,W,0.357,0.333
CHO,L,0.379,0.333
CHO,L,0.16,0.24
CHO,L,0.474,0.438
CHO,L,0.25,0.4
CHO,W,0.176,0.313
CHO,L,0.316,0.367
CHO,L,0.345,0.333
CHO,L,0.32,0.333
CHO,W,0.52,0.346
CHO,L,0.19,0.378
CHO,L,0.37,0.355
CHO,L,0.226,0.417
CHO,W,0.45,0.167
CHO,L,0.304,0.485
CHO,L,0.462,0.276
CHO,W,0.429,0.308
CHO,L,0.304,0.441
CHO,W,0.3,0.364
CHO,L,0.333,0.357
CHO,W,0.469,0.412
CHO,W,0.364,0.25
CHO,L,0.385,0.417
CHO,W,0.333,0.343
CHO,L,0.321,0.308
CHO,W,0.476,0.517
CHO,W,0.484,0.565
CHO,L,0.259,0.464
CHO,W,0.4,0.455
CHO,L,0.286,0.346
CHO,W,0.382,0.5
CHO,L,0.208,0.308
CHO,L,0.29,0.286
CHO,W,0.531,0.375
CHO,W,0.455,0.414
CHO,W,0.263,0.517
CHO,L,0.423,0.529
CHO,L,0.394,0.29
CHO,L,0.375,0.345
CHO,L,0.435,0.486
CHO,W,0.433,0.405
CHO,W,0.524,0.326
CHO,W,0.436,0.36
CHO,W,0.457,0.222
CHO,W,0.429,0.375
CHO,L,0.333,0.6
CHO,L,0.458,0.375
CHO,L,0.238,0.293
CHO,L,0.379,0.485
CHO,L,0.211,0.344
CHO,W,0.406,0.563
CHO,L,0.269,0.409
CHO,W,0.515,0.444
CHO,L,0.273,0.462
CHO,L,0.273,0.409
CHO,W,0.188,0.351
CHO,W,0.475,0.222
CHO,W,0.48,0.293
CHI,L,0.313,0.448
CHI,L,0.286,0.083
CHI,L,0.515,0.421
CHI,W,0.219,0.393
CHI,L,0.27,0.382
CHI,L,0.25,0.387
CHI,W,0.483,0.286
CHI,L,0.262,0.29
CHI,L,0.379,0.52
CHI,L,0.259,0.414
